1.000000000000000000e+02 1.492673362926105973e+00
8.389830508474577186e+01 1.494614966030933356e+00
7.226277372262774179e+01 1.486878703353148534e+00
6.346153846153845990e+01 1.480492732755670060e+00
5.657142857142857650e+01 1.472901604052103242e+00
5.103092783505154273e+01 1.470388497417358442e+00
4.647887323943662352e+01 1.480492732755670060e+00
4.267241379310345195e+01 1.496561626816449442e+00
3.944223107569721520e+01 1.503087278637671442e+00
3.666666666666666430e+01 1.500470200684492772e+00
3.425605536332180634e+01 1.484317715628021839e+00
3.214285714285714590e+01 1.466634876169432555e+00
3.027522935779816393e+01 1.456718279396287619e+00
2.861271676300577838e+01 1.449978048469847236e+00
2.712328767123288031e+01 1.440886714390799961e+00
2.578125000000000711e+01 1.427757100939271773e+00
2.456575682382134218e+01 1.417191348760289404e+00
2.345971563981042962e+01 1.406780826151449393e+00
2.244897959183673208e+01 1.386969817452798015e+00
2.152173913043478137e+01 1.367166587041594328e+00
2.066805845511482431e+01 1.355340592992456017e+00
1.987951807228915513e+01 1.341625517661445999e+00
1.914893617021276739e+01 1.325631378407660543e+00
1.847014925373134275e+01 1.311509343218443924e+00
1.783783783783783505e+01 1.299642055263586338e+00
1.724738675958187883e+01 1.289915476698110686e+00
1.669477234401349008e+01 1.280333404924910434e+00
1.617647058823529704e+01 1.270424258565870046e+00
1.568938193343898391e+01 1.259285690027104776e+00
1.523076923076923350e+01 1.246535052828805723e+00
1.479820627802690858e+01 1.234040035294006632e+00
1.438953488372093048e+01 1.221793026868553067e+00
1.400282885431400359e+01 1.211487436116847061e+00
1.363636363636363669e+01 1.200935703601380578e+00
1.328859060402684733e+01 1.190977530760788161e+00
1.295811518324607547e+01 1.181588028306224780e+00
1.264367816091954033e+01 1.172744263711963608e+00
1.234413965087281717e+01 1.165606325052481296e+00
1.205846528623629688e+01 1.158554751232139468e+00
1.178571428571428648e+01 1.152357929063589914e+00
1.152502910360884769e+01 1.146227044741128021e+00
1.127562642369020729e+01 1.140915787085074351e+00
1.103678929765886352e+01 1.134158924250958878e+00
1.080786026200873273e+01 1.127481622771489889e+00
1.058823529411764675e+01 1.119790132475792399e+00
1.037735849056603854e+01 1.111485633812026474e+00
1.017471736896197321e+01 1.102245028012742489e+00
9.979838709677419928e+00 1.093156803397230092e+00
9.792284866468843774e+00 1.084899687480691322e+00
9.611650485436893376e+00 1.076766375997823877e+00
9.437559580552907335e+00 1.068754105244266617e+00
9.269662921348315265e+00 1.060860193167515231e+00
9.107635694572216778e+00 1.053725857066369676e+00
8.951175406871609397e+00 1.045734250920845376e+00
8.800000000000000711e+00 1.037862951299415970e+00
8.653846153846155076e+00 1.029801523277420694e+00
8.512467755803955427e+00 1.021864361642247587e+00
8.375634517766497922e+00 1.014048615033301681e+00
8.243130724396337428e+00 1.006351518662552680e+00
8.114754098360656087e+00 9.993494971630026980e-01
7.990314769975787712e+00 9.930160313221667590e-01
7.869634340222575908e+00 9.873275985992305825e-01
7.752545027407987455e+00 9.817039663613394973e-01
7.638888888888888395e+00 9.766971912673029221e-01
7.528517110266160550e+00 9.717412270052337986e-01
7.421289355322339354e+00 9.668353040059641801e-01
7.317073170731707599e+00 9.619786681632168657e-01
7.215743440233237216e+00 9.571705804471788426e-01
7.117181883537024412e+00 9.521472453331724095e-01
7.021276595744681437e+00 9.469161728387650578e-01
6.927921623512947491e+00 9.417422650386737537e-01
6.837016574585634388e+00 9.361158800095367161e-01
6.748466257668711776e+00 9.308075988104282938e-01
6.662180349932705248e+00 9.253107309976406070e-01
6.578073089700996690e+00 9.198784053435810071e-01
6.496062992125984259e+00 9.149949836732051978e-01
6.416072585871678946e+00 9.101631381092690765e-01
6.338028169014084945e+00 9.053820558647134309e-01
6.261859582542694369e+00 9.011218264117279997e-01
6.187500000000000000e+00 8.969015017769002007e-01
6.114885731933292767e+00 8.927205239017538263e-01
6.043956043956043800e+00 8.885783450852668963e-01
5.974652987326494191e+00 8.844744277446908720e-01
5.906921241050119953e+00 8.804082441829681471e-01
5.840707964601769220e+00 8.768251175335077807e-01
5.775962660443407337e+00 8.723870156853049673e-01
5.712637045585688966e+00 8.684309627786459540e-01
5.650684931506849473e+00 8.640772182321644346e-01
5.590062111801242573e+00 8.597669095786744098e-01
5.530726256983240496e+00 8.554993900259327821e-01
5.472636815920398412e+00 8.508537836070590998e-01
5.415754923413566679e+00 8.462583586322168783e-01
5.360043313481321903e+00 8.417123063857321341e-01
5.305466237942122909e+00 8.376217094281649400e-01
5.251989389920424856e+00 8.331677306823894735e-01
5.199579831932773288e+00 8.291595651838803427e-01
5.148205928237128859e+00 8.251897796500516913e-01
5.097837281153449140e+00 8.216493338796255763e-01
5.048444671086180335e+00 8.177509674065561729e-01
5.000000000000000000e+00 8.142739313321399885e-01
