4.999999999999999445e-01 -2.752303523035230342e+02
5.452538663326288448e-01 -2.721781842818428458e+02
5.946035575013605134e-01 -2.699932249322492908e+02
6.484197773255048203e-01 -2.681436314363143651e+02
7.071067811865475727e-01 -2.624898373983739930e+02
7.711054127039703721e-01 -2.576930894308943039e+02
8.408964152537145020e-01 -2.542581300813008056e+02
9.170040432046712153e-01 -2.515650406504065018e+02
1.000000000000000000e+00 -2.494783197831978327e+02
1.090507732665257690e+00 -2.476558265582655736e+02
1.189207115002721249e+00 -2.463211382113821060e+02
1.296839554651009863e+00 -2.449356368563685749e+02
1.414213562373095368e+00 -2.436754742547425394e+02
1.542210825407941188e+00 -2.427134146341463463e+02
1.681792830507429670e+00 -2.419715447154471804e+02
1.834008086409343097e+00 -2.413075880758807727e+02
2.000000000000000444e+00 -2.411280487804878021e+02
2.181015465330516268e+00 -2.409214092140921366e+02
2.378414230005442942e+00 -2.408604336043360661e+02
2.593679109302020169e+00 -2.409620596205962215e+02
2.828427124746191179e+00 -2.412330623306232837e+02
3.084421650815882820e+00 -2.414837398373983888e+02
3.363585661014859785e+00 -2.417073170731707705e+02
3.668016172818686638e+00 -2.420833333333333144e+02
4.000000000000001776e+00 -2.423136856368563485e+02
4.362030930661033423e+00 -2.426727642276422614e+02
4.756828460010886772e+00 -2.429505420054200613e+02
5.187358218604041227e+00 -2.432588075880759106e+02
5.656854249492384135e+00 -2.435060975609756326e+02
6.168843301631767417e+00 -2.439871273712736865e+02
6.727171322029721345e+00 -2.442953929539295359e+02
7.336032345637374164e+00 -2.447662601626016112e+02
8.000000000000005329e+00 -2.453421409214091966e+02
8.724061861322066846e+00 -2.460840108401084194e+02
9.513656920021775321e+00 -2.463313008130081130e+02
1.037471643720808601e+01 -2.473915989159891637e+02
1.131370849898477005e+01 -2.486178861788617382e+02
1.233768660326353661e+01 -2.507147696476964711e+02
1.345434264405944447e+01 -2.513753387533875241e+02
1.467206469127475543e+01 -2.535399728997289799e+02
1.600000000000001421e+01 -2.547120596205962215e+02
1.744812372264414080e+01 -2.572798102981030297e+02
1.902731384004355775e+01 -2.572798102981030297e+02
2.074943287441617912e+01 -2.586720867208672416e+02
2.262741699796954720e+01 -2.612872628726287303e+02
2.467537320652707677e+01 -2.624932249322493476e+02
2.690868528811889249e+01 -2.624932249322493476e+02
2.934412938254951442e+01 -2.649593495934959719e+02
3.200000000000003553e+01 -2.649593495934959719e+02
3.489624744528828870e+01 -2.659823848238482356e+02
3.805462768008712260e+01 -2.659823848238482356e+02
4.149886574883236534e+01 -2.659823848238482356e+02
4.525483399593910150e+01 -2.688956639566395665e+02
4.935074641305418197e+01 -2.688956639566395665e+02
5.381737057623780629e+01 -2.688956639566395665e+02
5.868825876509904305e+01 -2.707520325203252014e+02
6.400000000000008527e+01 -2.707520325203252014e+02
6.979249489057660583e+01 -2.707520325203252014e+02
7.610925536017425941e+01 -2.707520325203252014e+02
8.299773149766474489e+01 -2.707520325203252014e+02
9.050966799187821721e+01 -2.763550135501354816e+02
9.870149282610837815e+01 -2.763550135501354816e+02
1.076347411524756410e+02 -2.763550135501354816e+02
1.173765175301981145e+02 -2.763550135501354816e+02
1.280000000000002274e+02 -2.763550135501354816e+02
1.395849897811532401e+02 -2.763550135501354816e+02
1.522185107203485757e+02 -2.763550135501354816e+02
1.659954629953295466e+02 -2.763550135501354816e+02
